id,value
id_0,21.706818809804084
id_1,13.87473185639519
id_2,41.54255491427498
id_3,13.314875428884262
id_4,20.716519013434922
id_5,13.60228758008397
id_6,3.975303479471718
id_7,5.190754698568868
id_8,15.03673191558179
id_9,1.7691844825205643
id_10,23.114676031596826
id_11,6.7384365218568805
id_12,14.560389418540675
id_13,17.05426847344353
id_14,12.459418549668998
id_15,6.716818515534108
id_16,10.889888847802794
id_17,11.110304256997374
id_18,9.044002146884832
id_19,25.83763803149766
id_20,13.825291540204592
id_21,8.547065171987896
id_22,16.56306230254262
id_23,5.681115233017658
id_24,22.045832217864984
id_25,15.823281151343474
id_26,8.661108679096133
id_27,10.367398530198846
id_28,18.36356035887376
id_29,4.034991292129086
id_30,13.675551929558207
id_31,14.52050196567286
id_32,11.70345427193758
id_33,15.655300585681713
id_34,17.85860045603688
id_35,26.940936025961967
id_36,0.9577881389427108
id_37,11.297752061800578
id_38,12.24522521724448
id_39,22.63227611426143
id_40,26.107525549251523
id_41,20.47136180771222
id_42,19.266952783558846
id_43,2.9983865472836437
id_44,33.07159541689471
id_45,14.668193232286711
id_46,9.395061654175178
id_47,37.17575615287649
id_48,9.122541921356722
id_49,19.48817999589668
id_50,5.174898578324953
id_51,10.886121765702034
id_52,24.72478128505776
id_53,18.303590827812016
id_54,19.346789778397127
id_55,15.937465982539765
id_56,3.139646558315675
id_57,18.147894075661693
id_58,13.889436530652565
id_59,1.861656941551606
id_60,18.43762670417248
id_61,20.12079112676345
id_62,2.8774771237738395
id_63,10.32426294864503
id_64,9.719529433686782
id_65,9.029447195443298
id_66,33.73770601667904
id_67,19.097914783484512
id_68,13.629865574311102
id_69,31.488645862618196
id_70,15.011042632083644
id_71,4.400079512643637
id_72,11.688178047183891
id_73,18.76100225041963
id_74,10.54077671565822
id_75,5.95168011513896
id_76,9.720684541091158
id_77,12.566387550934815
id_78,18.850126427425234
id_79,2.7104845227810848
id_80,14.603855671179886
id_81,4.348331825179193
id_82,15.42594685997637
id_83,5.885683762167747
id_84,22.678374519242364
id_85,5.58452584868805
id_86,8.794459465208716
id_87,4.474766483146038
id_88,8.867830438806976
id_89,23.800611212387032
id_90,22.447842834047126
id_91,19.30259259302771
id_92,11.294878558579928
id_93,4.023459237217559
id_94,9.340657547192917
id_95,19.27097082762987
id_96,6.067209897789417
id_97,13.365013039400944
id_98,4.8294327837738775
id_99,27.14845841219979
id_100,4.009838158082486
id_101,24.38718592822731
id_102,12.874739357306604
id_103,2.928159134197416
id_104,18.147894075661693
id_105,14.376245701983878
id_106,9.52965000216759
id_107,8.204425561684511
id_108,19.293628583712234
id_109,19.545907613136706
id_110,20.78808631866289
id_111,9.381278949176203
id_112,10.759550918573312
id_113,16.855206246867727
id_114,9.705013263540097
id_115,4.3965289608322475
id_116,21.38509998742994
id_117,16.223750525369514
id_118,25.056275321081284
id_119,22.75063859371552
id_120,5.900925829207021
id_121,12.24473525439365
id_122,23.039325462991044
id_123,8.558003958940228
id_124,11.439396232125748
id_125,9.34127564319986
id_126,15.879015887679994
id_127,13.561073599198954
id_128,10.015445489525307
id_129,21.588574070591108
id_130,12.268207783665433
id_131,8.76445571780973
id_132,10.500252644408356
id_133,14.044891803925381
id_134,13.006782203175678
id_135,14.233738838756716
id_136,4.422723162446702
id_137,12.515900682283979
id_138,10.079297896661766
id_139,8.387050132584237
id_140,18.63670949593154
id_141,18.860731362243655
id_142,20.02581424511586
id_143,13.747297841003197
id_144,23.21852311057006
id_145,11.5612462450369
id_146,14.834534584869596
id_147,33.65347289964274
id_148,8.47852604651136
id_149,13.076103812597788
id_150,45.56760951125797
id_151,6.864181856926405
id_152,11.248883443088056
id_153,10.118088879983441
id_154,21.787100734545994
id_155,1.337066506605025
id_156,8.879531520838148
id_157,22.070369024494404
id_158,12.511249379153199
id_159,17.38560394443231
id_160,18.66202574695827
id_161,20.383162103400487
id_162,10.838545084769025
id_163,13.687960789043556
id_164,4.731696022646096
id_165,15.008729957338616
id_166,4.077284115765965
id_167,9.23005904053829
id_168,8.608407482062363
id_169,40.138615430564435
id_170,20.828089278043443
id_171,16.50420219548243
id_172,17.586229482046157
id_173,12.517707859451056
id_174,10.20891232334345
id_175,33.90487498599312
id_176,5.583569417987114
id_177,16.848481191836452
id_178,10.756197196335098
id_179,19.530993329754832
id_180,13.713640175507448
id_181,10.73690064522642
id_182,10.626818255668722
id_183,4.69887820936696
id_184,24.111530139475242
id_185,15.713006482350991
id_186,12.265349881107142
id_187,30.710961601240054
id_188,7.22560250651176
id_189,6.2347194778473485
id_190,2.882170044015428
id_191,27.587372381576486
id_192,24.96367347236529
id_193,15.934167736971558
id_194,7.966270743270651
id_195,13.860230054446655
id_196,6.711446874732776
id_197,13.906977156436449
id_198,7.975191734673171
